Filename,Asset Groups,Categories,Date Added,Date Updated,Width,Height,Colorspace,Resolution,File Format,Release Date,Expiration Date,Filesize,Global Collection,Metadata Type,Anatomy,Approval Id,Approval System,Apttus Product Code,Audience/Persona,Care Area / Specialties,Country of Use,Description,Display Name,File Type,Is Final,Language,MobilityCOE Content Type,PIM Asset Description,PIM Asset Name,PIM Country,PIM Environment,PIM Language,PIM Metadata,PIM Product Type,Parent Product Code,Product / Services,Product Group,Region,Uploader First Name,Uploader Last Name,Uploader Username,Embed ID,Download Link,640px Landscape,640px Portrait,Original,Wall N,Video with Player,Video with Player and Download,Video (No Player),Video Thumbnail,Streaming MP3,Document View and Download,Document View - HTML5,Document View - PDF,Thumbnail,Spinset with Viewer,Spinset with Viewer and Download,Spinset Thumbnail
1694690457565-Vscan-Air-SL-datasheet-DOC2818449 - Copy (5).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,612,792,,,PDF,09/14/2023,,1.00 mb,,PIM Metadata Type,,,,,,,,,,,,,,,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ezk9soco4k,https://gehealthcare.widen.net/content/ezk9soco4k/original/1694690457565-Vscan-Air-SL-datasheet-DOC2818449---Copy-5.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/ezk9soco4k/1694690457565-Vscan-Air-SL-datasheet-DOC2818449---Copy-5.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/ezk9soco4k/1694690457565-Vscan-Air-SL-datasheet-DOC2818449---Copy-5.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ezk9soco4k/pdf/1694690457565-Vscan-Air-SL-datasheet-DOC2818449---Copy-5.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ezk9soco4k/jpeg/1694690457565-Vscan-Air-SL-datasheet-DOC2818449---Copy-5.jpg?u=nqxvbh,,,
1694690455297-dummy - Copy (8).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,842,,,PDF,09/14/2023,,0.01 mb,,PIM Metadata Type,,,,,,,,,,,,,,,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,zlvhxvgc8f,https://gehealthcare.widen.net/content/zlvhxvgc8f/original/1694690455297-dummy---Copy-8.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/zlvhxvgc8f/1694690455297-dummy---Copy-8.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/zlvhxvgc8f/1694690455297-dummy---Copy-8.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/zlvhxvgc8f/pdf/1694690455297-dummy---Copy-8.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/zlvhxvgc8f/jpeg/1694690455297-dummy---Copy-8.jpg?u=nqxvbh,,,
1694690455323-dummy - Copy (9).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,842,,,PDF,09/14/2023,,0.01 mb,,PIM Metadata Type,,,,,,,,,,,,,,,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,0fs88f6vsk,https://gehealthcare.widen.net/content/0fs88f6vsk/original/1694690455323-dummy---Copy-9.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/0fs88f6vsk/1694690455323-dummy---Copy-9.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/0fs88f6vsk/1694690455323-dummy---Copy-9.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/0fs88f6vsk/pdf/1694690455323-dummy---Copy-9.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/0fs88f6vsk/jpeg/1694690455323-dummy---Copy-9.jpg?u=nqxvbh,,,
1694690455349-dummy - Copy.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,842,,,PDF,09/14/2023,,0.01 mb,,PIM Metadata Type,,,,,,,,,,,,,,,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ejsnxpbi9k,https://gehealthcare.widen.net/content/ejsnxpbi9k/original/1694690455349-dummy---Copy.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/ejsnxpbi9k/1694690455349-dummy---Copy.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/ejsnxpbi9k/1694690455349-dummy---Copy.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ejsnxpbi9k/pdf/1694690455349-dummy---Copy.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ejsnxpbi9k/jpeg/1694690455349-dummy---Copy.jpg?u=nqxvbh,,,
1694690455367-dummy.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,842,,,PDF,09/14/2023,,0.01 mb,,PIM Metadata Type,,,,,,,,,,,,,,,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,nharcyjisn,https://gehealthcare.widen.net/content/nharcyjisn/original/1694690455367-dummy.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/nharcyjisn/1694690455367-dummy.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/nharcyjisn/1694690455367-dummy.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/nharcyjisn/pdf/1694690455367-dummy.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/nharcyjisn/jpeg/1694690455367-dummy.jpg?u=nqxvbh,,,
1694690373581-Vscan-Air-SL-datasheet-DOC2818449.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,612,792,,,PDF,09/14/2023,,1.00 mb,,PIM Metadata Type,,,,,,,,,,,,,,,test document 2,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,psx6a8s93e,https://gehealthcare.widen.net/content/psx6a8s93e/original/1694690373581-Vscan-Air-SL-datasheet-DOC2818449.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/psx6a8s93e/1694690373581-Vscan-Air-SL-datasheet-DOC2818449.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/psx6a8s93e/1694690373581-Vscan-Air-SL-datasheet-DOC2818449.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/psx6a8s93e/pdf/1694690373581-Vscan-Air-SL-datasheet-DOC2818449.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/psx6a8s93e/jpeg/1694690373581-Vscan-Air-SL-datasheet-DOC2818449.jpg?u=nqxvbh,,,
1694690372221-dummy.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,842,,,PDF,09/14/2023,,0.01 mb,,PIM Metadata Type,,,,,,,,,,,,,,,Test Document 1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ovs1nnyper,https://gehealthcare.widen.net/content/ovs1nnyper/original/1694690372221-dummy.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/ovs1nnyper/1694690372221-dummy.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/ovs1nnyper/1694690372221-dummy.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ovs1nnyper/pdf/1694690372221-dummy.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ovs1nnyper/jpeg/1694690372221-dummy.jpg?u=nqxvbh,,,
1694690082272-Order-Confirmation_GE Healthcare.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,842,,,PDF,09/14/2023,,0.04 mb,,PIM Metadata Type,,,,,,,,,,,,,,,B125 Monitor specification document,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,lptttryhyi,https://gehealthcare.widen.net/content/lptttryhyi/original/1694690082272-Order-Confirmation_GE-Healthcare.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/lptttryhyi/1694690082272-Order-Confirmation_GE-Healthcare.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/lptttryhyi/1694690082272-Order-Confirmation_GE-Healthcare.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/lptttryhyi/pdf/1694690082272-Order-Confirmation_GE-Healthcare.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/lptttryhyi/jpeg/1694690082272-Order-Confirmation_GE-Healthcare.jpg?u=nqxvbh,,,
1694689876805-Order_ID_2385739309.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,841,,,PDF,09/14/2023,,0.11 mb,,PIM Metadata Type,,,,,,,,,,,,,,,B125 Monitor specification document,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,rh4udeogdj,https://gehealthcare.widen.net/content/rh4udeogdj/original/1694689876805-Order_ID_2385739309.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/rh4udeogdj/1694689876805-Order_ID_2385739309.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/rh4udeogdj/1694689876805-Order_ID_2385739309.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/rh4udeogdj/pdf/1694689876805-Order_ID_2385739309.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/rh4udeogdj/jpeg/1694689876805-Order_ID_2385739309.jpg?u=nqxvbh,,,
1694689821883-B105 BR img2.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1018,1018,Unknown,300,PNG,09/14/2023,,0.45 mb,,PIM Metadata Type,,,,,,,,,,,,,,image,image,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ixiusp4yqn,https://gehealthcare.widen.net/content/ixiusp4yqn/original/1694689821883-B105-BR-img2.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/ixiusp4yqn/jpeg/1694689821883-B105%20BR%20img2.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ixiusp4yqn/jpeg/1694689821883-B105%20BR%20img2.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ixiusp4yqn/jpeg/1694689821883-B105%20BR%20img2.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ixiusp4yqn/jpeg/1694689821883-B105%20BR%20img2.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694689797420-Order_ID_2385739309.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,595,841,,,PDF,09/14/2023,,0.11 mb,,PIM Metadata Type,,,,,,,,,,,,,,,test,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,w3kbtxvb7u,https://gehealthcare.widen.net/content/w3kbtxvb7u/original/1694689797420-Order_ID_2385739309.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/w3kbtxvb7u/1694689797420-Order_ID_2385739309.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/w3kbtxvb7u/1694689797420-Order_ID_2385739309.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/w3kbtxvb7u/pdf/1694689797420-Order_ID_2385739309.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/w3kbtxvb7u/jpeg/1694689797420-Order_ID_2385739309.jpg?u=nqxvbh,,,
1694682405078-Desktop-Image.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,712,509,RGB ,300,PNG,09/14/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,Monitor,Monitor,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,bvkilewjoq,https://gehealthcare.widen.net/content/bvkilewjoq/original/1694682405078-Desktop-Image.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/bvkilewjoq/jpeg/1694682405078-Desktop-Image.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bvkilewjoq/jpeg/1694682405078-Desktop-Image.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bvkilewjoq/jpeg/1694682405078-Desktop-Image.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bvkilewjoq/jpeg/1694682405078-Desktop-Image.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694682405157-Desktop-Image (1).png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,712,509,RGB ,300,PNG,09/14/2023,,0.37 mb,,PIM Metadata Type,,,,,,,,,,,,,,CPU,CPU,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,97vrkfpufi,https://gehealthcare.widen.net/content/97vrkfpufi/original/1694682405157-Desktop-Image-1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/97vrkfpufi/jpeg/1694682405157-Desktop-Image%20%281%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/97vrkfpufi/jpeg/1694682405157-Desktop-Image%20%281%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/97vrkfpufi/jpeg/1694682405157-Desktop-Image%20%281%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/97vrkfpufi/jpeg/1694682405157-Desktop-Image%20%281%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694682405235-Desktop-Image (2) - Copy.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1200,1200,Unknown,300,PNG,09/14/2023,,0.36 mb,,PIM Metadata Type,,,,,,,,,,,,,,Full Monitor,Full Monitor,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,sld6akiaeb,https://gehealthcare.widen.net/content/sld6akiaeb/original/1694682405235-Desktop-Image-2---Copy.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/sld6akiaeb/jpeg/1694682405235-Desktop-Image%20%282%29%20-%20Copy.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/sld6akiaeb/jpeg/1694682405235-Desktop-Image%20%282%29%20-%20Copy.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/sld6akiaeb/jpeg/1694682405235-Desktop-Image%20%282%29%20-%20Copy.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/sld6akiaeb/jpeg/1694682405235-Desktop-Image%20%282%29%20-%20Copy.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694674186725-For testing Supporting documents links.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,612,792,,,PDF,09/14/2023,,0.18 mb,,PIM Metadata Type,,,,,,,,,,,,,,,BRLretestflexi1 specification document,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,glj4unbfdn,https://gehealthcare.widen.net/content/glj4unbfdn/original/1694674186725-For-testing-Supporting-documents-links.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/glj4unbfdn/1694674186725-For-testing-Supporting-documents-links.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/glj4unbfdn/1694674186725-For-testing-Supporting-documents-links.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/glj4unbfdn/pdf/1694674186725-For-testing-Supporting-documents-links.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/glj4unbfdn/jpeg/1694674186725-For-testing-Supporting-documents-links.jpg?u=nqxvbh,,,
1694674116920-Brazil Phase1 launch.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1816,671,Unknown,300,PNG,09/14/2023,,0.10 mb,,PIM Metadata Type,,,,,,,,,,,,,,ertert,rtert,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,9obciajeb4,https://gehealthcare.widen.net/content/9obciajeb4/original/1694674116920-Brazil-Phase1-launch.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/9obciajeb4/jpeg/1694674116920-Brazil%20Phase1%20launch.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/9obciajeb4/jpeg/1694674116920-Brazil%20Phase1%20launch.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/9obciajeb4/jpeg/1694674116920-Brazil%20Phase1%20launch.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/9obciajeb4/jpeg/1694674116920-Brazil%20Phase1%20launch.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694673767877-11579021.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,612,792,,,PDF,09/14/2023,,0.14 mb,,PIM Metadata Type,,,,,,,,,,,,,,,teste,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,rwdrkzavne,https://gehealthcare.widen.net/content/rwdrkzavne/original/1694673767877-11579021.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/rwdrkzavne/1694673767877-11579021.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/rwdrkzavne/1694673767877-11579021.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/rwdrkzavne/pdf/1694673767877-11579021.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/rwdrkzavne/jpeg/1694673767877-11579021.jpg?u=nqxvbh,,,
1694668899373-certificate (1).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,842,595,,,PDF,09/14/2023,,0.16 mb,,PIM Metadata Type,,,,,,,,,,,,,,,2,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ms4p2qvxp4,https://gehealthcare.widen.net/content/ms4p2qvxp4/original/1694668899373-certificate-1.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/ms4p2qvxp4/1694668899373-certificate-1.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/ms4p2qvxp4/1694668899373-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ms4p2qvxp4/pdf/1694668899373-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ms4p2qvxp4/jpeg/1694668899373-certificate-1.jpg?u=nqxvbh,,,
1694668813984-certificate (1).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,842,595,,,PDF,09/14/2023,,0.16 mb,,PIM Metadata Type,,,,,,,,,,,,,,,EchoPacflexi1 specification document,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,s34pimvxl9,https://gehealthcare.widen.net/content/s34pimvxl9/original/1694668813984-certificate-1.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/s34pimvxl9/1694668813984-certificate-1.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/s34pimvxl9/1694668813984-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/s34pimvxl9/pdf/1694668813984-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/s34pimvxl9/jpeg/1694668813984-certificate-1.jpg?u=nqxvbh,,,
1694668743556-MicrosoftTeams-image (6).png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1920,1080,Unknown,300,PNG,09/14/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,Short written description of the image,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,smwxpu339n,https://gehealthcare.widen.net/content/smwxpu339n/original/1694668743556-MicrosoftTeams-image-6.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/smwxpu339n/jpeg/1694668743556-MicrosoftTeams-image%20%286%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/smwxpu339n/jpeg/1694668743556-MicrosoftTeams-image%20%286%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/smwxpu339n/jpeg/1694668743556-MicrosoftTeams-image%20%286%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/smwxpu339n/jpeg/1694668743556-MicrosoftTeams-image%20%286%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694668743588-Vscanair 2.JPG.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1920,1080,Unknown,300,PNG,09/14/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,Short written description of the image,3,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ib0mb8okne,https://gehealthcare.widen.net/content/ib0mb8okne/original/1694668743588-Vscanair-2.JPG.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/ib0mb8okne/jpeg/1694668743588-Vscanair%202.JPG.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ib0mb8okne/jpeg/1694668743588-Vscanair%202.JPG.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ib0mb8okne/jpeg/1694668743588-Vscanair%202.JPG.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ib0mb8okne/jpeg/1694668743588-Vscanair%202.JPG.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694668743594-MicrosoftTeams-image (7) - Copy.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1920,1080,Unknown,300,PNG,09/14/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,Short written description of the image,2,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,897s6risgm,https://gehealthcare.widen.net/content/897s6risgm/original/1694668743594-MicrosoftTeams-image-7---Copy.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/897s6risgm/jpeg/1694668743594-MicrosoftTeams-image%20%287%29%20-%20Copy.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/897s6risgm/jpeg/1694668743594-MicrosoftTeams-image%20%287%29%20-%20Copy.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/897s6risgm/jpeg/1694668743594-MicrosoftTeams-image%20%287%29%20-%20Copy.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/897s6risgm/jpeg/1694668743594-MicrosoftTeams-image%20%287%29%20-%20Copy.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694668743626-MicrosoftTeams-image (6) - Copy.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1920,1080,Unknown,300,PNG,09/14/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,Short written description of the image,4,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,uoalusnsqy,https://gehealthcare.widen.net/content/uoalusnsqy/original/1694668743626-MicrosoftTeams-image-6---Copy.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/uoalusnsqy/jpeg/1694668743626-MicrosoftTeams-image%20%286%29%20-%20Copy.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/uoalusnsqy/jpeg/1694668743626-MicrosoftTeams-image%20%286%29%20-%20Copy.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/uoalusnsqy/jpeg/1694668743626-MicrosoftTeams-image%20%286%29%20-%20Copy.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/uoalusnsqy/jpeg/1694668743626-MicrosoftTeams-image%20%286%29%20-%20Copy.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694668539379-MicrosoftTeams-image (5) - Copy.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,800,450,Unknown,96,JPEG,09/14/2023,,0.08 mb,,PIM Metadata Type,,,,,,,,,,,,,,3,3,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,b64tuarrrd,https://gehealthcare.widen.net/content/b64tuarrrd/original/1694668539379-MicrosoftTeams-image-5---Copy.jpg?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/b64tuarrrd/jpeg/1694668539379-MicrosoftTeams-image%20%285%29%20-%20Copy.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/b64tuarrrd/jpeg/1694668539379-MicrosoftTeams-image%20%285%29%20-%20Copy.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/b64tuarrrd/jpeg/1694668539379-MicrosoftTeams-image%20%285%29%20-%20Copy.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/b64tuarrrd/jpeg/1694668539379-MicrosoftTeams-image%20%285%29%20-%20Copy.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
